eventID	sourceFileName	file_path	relative_path	campaign	parentEventID	rovID	verbatimLocality	dynamicProperties	dc:type	dcterms:type	subtype	subtypeLiteral	title	fundingAttribution	licenseLogoURL	metadataLanguage	metadataLanguageLiteral	provider	providerLiteral	dc:format	dcterms:format
	TANGO2_ROV10_5_023.png	/Users/ymgan/OneDrive - Royal Belgian Institute of Natural Sciences/TANGO_ROV_images/TANGO2/TANGO2_ROV10/TANGO2_ROV10_5_023.png	TANGO2/TANGO2_ROV10/TANGO2_ROV10_5_023.png						StillImage	http://purl.org/dc/dcmitype/StillImage	http://rs.tdwg.org/acsubtype/values/Photograph	Photograph		This work was supported by the “Estimating Tipping points in habitability of ANtarctic benthic ecosystems under GlObal future climate change scenarios” project (TANGO; B2/212/P1/TANGO) funded by the ‘Belgian Science Policy Office (BELSPO)	https://licensebuttons.net/l/by/4.0/80x15.png	http://id.loc.gov/vocabulary/iso639-2/eng	eng	https://orcid.org/0000-0001-5748-602X	Lea Katz	PNG	http://rs.tdwg.org/format/values/m007
	TANGO2_ROV10_5_024.png	/Users/ymgan/OneDrive - Royal Belgian Institute of Natural Sciences/TANGO_ROV_images/TANGO2/TANGO2_ROV10/TANGO2_ROV10_5_024.png	TANGO2/TANGO2_ROV10/TANGO2_ROV10_5_024.png						StillImage	http://purl.org/dc/dcmitype/StillImage	http://rs.tdwg.org/acsubtype/values/Photograph	Photograph		This work was supported by the “Estimating Tipping points in habitability of ANtarctic benthic ecosystems under GlObal future climate change scenarios” project (TANGO; B2/212/P1/TANGO) funded by the ‘Belgian Science Policy Office (BELSPO)	https://licensebuttons.net/l/by/4.0/80x15.png	http://id.loc.gov/vocabulary/iso639-2/eng	eng	https://orcid.org/0000-0001-5748-602X	Lea Katz	PNG	http://rs.tdwg.org/format/values/m007
	TANGO2_ROV10_5_025.png	/Users/ymgan/OneDrive - Royal Belgian Institute of Natural Sciences/TANGO_ROV_images/TANGO2/TANGO2_ROV10/TANGO2_ROV10_5_025.png	TANGO2/TANGO2_ROV10/TANGO2_ROV10_5_025.png						StillImage	http://purl.org/dc/dcmitype/StillImage	http://rs.tdwg.org/acsubtype/values/Photograph	Photograph		This work was supported by the “Estimating Tipping points in habitability of ANtarctic benthic ecosystems under GlObal future climate change scenarios” project (TANGO; B2/212/P1/TANGO) funded by the ‘Belgian Science Policy Office (BELSPO)	https://licensebuttons.net/l/by/4.0/80x15.png	http://id.loc.gov/vocabulary/iso639-2/eng	eng	https://orcid.org/0000-0001-5748-602X	Lea Katz	PNG	http://rs.tdwg.org/format/values/m007
	TANGO2_ROV10_5_026.png	/Users/ymgan/OneDrive - Royal Belgian Institute of Natural Sciences/TANGO_ROV_images/TANGO2/TANGO2_ROV10/TANGO2_ROV10_5_026.png	TANGO2/TANGO2_ROV10/TANGO2_ROV10_5_026.png						StillImage	http://purl.org/dc/dcmitype/StillImage	http://rs.tdwg.org/acsubtype/values/Photograph	Photograph		This work was supported by the “Estimating Tipping points in habitability of ANtarctic benthic ecosystems under GlObal future climate change scenarios” project (TANGO; B2/212/P1/TANGO) funded by the ‘Belgian Science Policy Office (BELSPO)	https://licensebuttons.net/l/by/4.0/80x15.png	http://id.loc.gov/vocabulary/iso639-2/eng	eng	https://orcid.org/0000-0001-5748-602X	Lea Katz	PNG	http://rs.tdwg.org/format/values/m007
	TANGO2_ROV10_5_027.png	/Users/ymgan/OneDrive - Royal Belgian Institute of Natural Sciences/TANGO_ROV_images/TANGO2/TANGO2_ROV10/TANGO2_ROV10_5_027.png	TANGO2/TANGO2_ROV10/TANGO2_ROV10_5_027.png						StillImage	http://purl.org/dc/dcmitype/StillImage	http://rs.tdwg.org/acsubtype/values/Photograph	Photograph		This work was supported by the “Estimating Tipping points in habitability of ANtarctic benthic ecosystems under GlObal future climate change scenarios” project (TANGO; B2/212/P1/TANGO) funded by the ‘Belgian Science Policy Office (BELSPO)	https://licensebuttons.net/l/by/4.0/80x15.png	http://id.loc.gov/vocabulary/iso639-2/eng	eng	https://orcid.org/0000-0001-5748-602X	Lea Katz	PNG	http://rs.tdwg.org/format/values/m007
	TANGO2_ROV10_5_028.png	/Users/ymgan/OneDrive - Royal Belgian Institute of Natural Sciences/TANGO_ROV_images/TANGO2/TANGO2_ROV10/TANGO2_ROV10_5_028.png	TANGO2/TANGO2_ROV10/TANGO2_ROV10_5_028.png						StillImage	http://purl.org/dc/dcmitype/StillImage	http://rs.tdwg.org/acsubtype/values/Photograph	Photograph		This work was supported by the “Estimating Tipping points in habitability of ANtarctic benthic ecosystems under GlObal future climate change scenarios” project (TANGO; B2/212/P1/TANGO) funded by the ‘Belgian Science Policy Office (BELSPO)	https://licensebuttons.net/l/by/4.0/80x15.png	http://id.loc.gov/vocabulary/iso639-2/eng	eng	https://orcid.org/0000-0001-5748-602X	Lea Katz	PNG	http://rs.tdwg.org/format/values/m007
	TANGO2_ROV10_5_029.png	/Users/ymgan/OneDrive - Royal Belgian Institute of Natural Sciences/TANGO_ROV_images/TANGO2/TANGO2_ROV10/TANGO2_ROV10_5_029.png	TANGO2/TANGO2_ROV10/TANGO2_ROV10_5_029.png						StillImage	http://purl.org/dc/dcmitype/StillImage	http://rs.tdwg.org/acsubtype/values/Photograph	Photograph		This work was supported by the “Estimating Tipping points in habitability of ANtarctic benthic ecosystems under GlObal future climate change scenarios” project (TANGO; B2/212/P1/TANGO) funded by the ‘Belgian Science Policy Office (BELSPO)	https://licensebuttons.net/l/by/4.0/80x15.png	http://id.loc.gov/vocabulary/iso639-2/eng	eng	https://orcid.org/0000-0001-5748-602X	Lea Katz	PNG	http://rs.tdwg.org/format/values/m007
	TANGO2_ROV10_5_030.png	/Users/ymgan/OneDrive - Royal Belgian Institute of Natural Sciences/TANGO_ROV_images/TANGO2/TANGO2_ROV10/TANGO2_ROV10_5_030.png	TANGO2/TANGO2_ROV10/TANGO2_ROV10_5_030.png						StillImage	http://purl.org/dc/dcmitype/StillImage	http://rs.tdwg.org/acsubtype/values/Photograph	Photograph		This work was supported by the “Estimating Tipping points in habitability of ANtarctic benthic ecosystems under GlObal future climate change scenarios” project (TANGO; B2/212/P1/TANGO) funded by the ‘Belgian Science Policy Office (BELSPO)	https://licensebuttons.net/l/by/4.0/80x15.png	http://id.loc.gov/vocabulary/iso639-2/eng	eng	https://orcid.org/0000-0001-5748-602X	Lea Katz	PNG	http://rs.tdwg.org/format/values/m007
	TANGO2_ROV10_5_031.png	/Users/ymgan/OneDrive - Royal Belgian Institute of Natural Sciences/TANGO_ROV_images/TANGO2/TANGO2_ROV10/TANGO2_ROV10_5_031.png	TANGO2/TANGO2_ROV10/TANGO2_ROV10_5_031.png						StillImage	http://purl.org/dc/dcmitype/StillImage	http://rs.tdwg.org/acsubtype/values/Photograph	Photograph		This work was supported by the “Estimating Tipping points in habitability of ANtarctic benthic ecosystems under GlObal future climate change scenarios” project (TANGO; B2/212/P1/TANGO) funded by the ‘Belgian Science Policy Office (BELSPO)	https://licensebuttons.net/l/by/4.0/80x15.png	http://id.loc.gov/vocabulary/iso639-2/eng	eng	https://orcid.org/0000-0001-5748-602X	Lea Katz	PNG	http://rs.tdwg.org/format/values/m007
	TANGO2_ROV10_5_032.png	/Users/ymgan/OneDrive - Royal Belgian Institute of Natural Sciences/TANGO_ROV_images/TANGO2/TANGO2_ROV10/TANGO2_ROV10_5_032.png	TANGO2/TANGO2_ROV10/TANGO2_ROV10_5_032.png						StillImage	http://purl.org/dc/dcmitype/StillImage	http://rs.tdwg.org/acsubtype/values/Photograph	Photograph		This work was supported by the “Estimating Tipping points in habitability of ANtarctic benthic ecosystems under GlObal future climate change scenarios” project (TANGO; B2/212/P1/TANGO) funded by the ‘Belgian Science Policy Office (BELSPO)	https://licensebuttons.net/l/by/4.0/80x15.png	http://id.loc.gov/vocabulary/iso639-2/eng	eng	https://orcid.org/0000-0001-5748-602X	Lea Katz	PNG	http://rs.tdwg.org/format/values/m007
	TANGO2_ROV10_5_033.png	/Users/ymgan/OneDrive - Royal Belgian Institute of Natural Sciences/TANGO_ROV_images/TANGO2/TANGO2_ROV10/TANGO2_ROV10_5_033.png	TANGO2/TANGO2_ROV10/TANGO2_ROV10_5_033.png						StillImage	http://purl.org/dc/dcmitype/StillImage	http://rs.tdwg.org/acsubtype/values/Photograph	Photograph		This work was supported by the “Estimating Tipping points in habitability of ANtarctic benthic ecosystems under GlObal future climate change scenarios” project (TANGO; B2/212/P1/TANGO) funded by the ‘Belgian Science Policy Office (BELSPO)	https://licensebuttons.net/l/by/4.0/80x15.png	http://id.loc.gov/vocabulary/iso639-2/eng	eng	https://orcid.org/0000-0001-5748-602X	Lea Katz	PNG	http://rs.tdwg.org/format/values/m007
	TANGO2_ROV10_5_034.png	/Users/ymgan/OneDrive - Royal Belgian Institute of Natural Sciences/TANGO_ROV_images/TANGO2/TANGO2_ROV10/TANGO2_ROV10_5_034.png	TANGO2/TANGO2_ROV10/TANGO2_ROV10_5_034.png						StillImage	http://purl.org/dc/dcmitype/StillImage	http://rs.tdwg.org/acsubtype/values/Photograph	Photograph		This work was supported by the “Estimating Tipping points in habitability of ANtarctic benthic ecosystems under GlObal future climate change scenarios” project (TANGO; B2/212/P1/TANGO) funded by the ‘Belgian Science Policy Office (BELSPO)	https://licensebuttons.net/l/by/4.0/80x15.png	http://id.loc.gov/vocabulary/iso639-2/eng	eng	https://orcid.org/0000-0001-5748-602X	Lea Katz	PNG	http://rs.tdwg.org/format/values/m007
	TANGO2_ROV10_5_035.png	/Users/ymgan/OneDrive - Royal Belgian Institute of Natural Sciences/TANGO_ROV_images/TANGO2/TANGO2_ROV10/TANGO2_ROV10_5_035.png	TANGO2/TANGO2_ROV10/TANGO2_ROV10_5_035.png						StillImage	http://purl.org/dc/dcmitype/StillImage	http://rs.tdwg.org/acsubtype/values/Photograph	Photograph		This work was supported by the “Estimating Tipping points in habitability of ANtarctic benthic ecosystems under GlObal future climate change scenarios” project (TANGO; B2/212/P1/TANGO) funded by the ‘Belgian Science Policy Office (BELSPO)	https://licensebuttons.net/l/by/4.0/80x15.png	http://id.loc.gov/vocabulary/iso639-2/eng	eng	https://orcid.org/0000-0001-5748-602X	Lea Katz	PNG	http://rs.tdwg.org/format/values/m007
	TANGO2_ROV10_5_036.png	/Users/ymgan/OneDrive - Royal Belgian Institute of Natural Sciences/TANGO_ROV_images/TANGO2/TANGO2_ROV10/TANGO2_ROV10_5_036.png	TANGO2/TANGO2_ROV10/TANGO2_ROV10_5_036.png						StillImage	http://purl.org/dc/dcmitype/StillImage	http://rs.tdwg.org/acsubtype/values/Photograph	Photograph		This work was supported by the “Estimating Tipping points in habitability of ANtarctic benthic ecosystems under GlObal future climate change scenarios” project (TANGO; B2/212/P1/TANGO) funded by the ‘Belgian Science Policy Office (BELSPO)	https://licensebuttons.net/l/by/4.0/80x15.png	http://id.loc.gov/vocabulary/iso639-2/eng	eng	https://orcid.org/0000-0001-5748-602X	Lea Katz	PNG	http://rs.tdwg.org/format/values/m007
	TANGO2_ROV10_5_037.png	/Users/ymgan/OneDrive - Royal Belgian Institute of Natural Sciences/TANGO_ROV_images/TANGO2/TANGO2_ROV10/TANGO2_ROV10_5_037.png	TANGO2/TANGO2_ROV10/TANGO2_ROV10_5_037.png						StillImage	http://purl.org/dc/dcmitype/StillImage	http://rs.tdwg.org/acsubtype/values/Photograph	Photograph		This work was supported by the “Estimating Tipping points in habitability of ANtarctic benthic ecosystems under GlObal future climate change scenarios” project (TANGO; B2/212/P1/TANGO) funded by the ‘Belgian Science Policy Office (BELSPO)	https://licensebuttons.net/l/by/4.0/80x15.png	http://id.loc.gov/vocabulary/iso639-2/eng	eng	https://orcid.org/0000-0001-5748-602X	Lea Katz	PNG	http://rs.tdwg.org/format/values/m007
	TANGO2_ROV10_5_038.png	/Users/ymgan/OneDrive - Royal Belgian Institute of Natural Sciences/TANGO_ROV_images/TANGO2/TANGO2_ROV10/TANGO2_ROV10_5_038.png	TANGO2/TANGO2_ROV10/TANGO2_ROV10_5_038.png						StillImage	http://purl.org/dc/dcmitype/StillImage	http://rs.tdwg.org/acsubtype/values/Photograph	Photograph		This work was supported by the “Estimating Tipping points in habitability of ANtarctic benthic ecosystems under GlObal future climate change scenarios” project (TANGO; B2/212/P1/TANGO) funded by the ‘Belgian Science Policy Office (BELSPO)	https://licensebuttons.net/l/by/4.0/80x15.png	http://id.loc.gov/vocabulary/iso639-2/eng	eng	https://orcid.org/0000-0001-5748-602X	Lea Katz	PNG	http://rs.tdwg.org/format/values/m007
	TANGO2_ROV10_5_039.png	/Users/ymgan/OneDrive - Royal Belgian Institute of Natural Sciences/TANGO_ROV_images/TANGO2/TANGO2_ROV10/TANGO2_ROV10_5_039.png	TANGO2/TANGO2_ROV10/TANGO2_ROV10_5_039.png						StillImage	http://purl.org/dc/dcmitype/StillImage	http://rs.tdwg.org/acsubtype/values/Photograph	Photograph		This work was supported by the “Estimating Tipping points in habitability of ANtarctic benthic ecosystems under GlObal future climate change scenarios” project (TANGO; B2/212/P1/TANGO) funded by the ‘Belgian Science Policy Office (BELSPO)	https://licensebuttons.net/l/by/4.0/80x15.png	http://id.loc.gov/vocabulary/iso639-2/eng	eng	https://orcid.org/0000-0001-5748-602X	Lea Katz	PNG	http://rs.tdwg.org/format/values/m007
	TANGO2_ROV10_5_040.png	/Users/ymgan/OneDrive - Royal Belgian Institute of Natural Sciences/TANGO_ROV_images/TANGO2/TANGO2_ROV10/TANGO2_ROV10_5_040.png	TANGO2/TANGO2_ROV10/TANGO2_ROV10_5_040.png						StillImage	http://purl.org/dc/dcmitype/StillImage	http://rs.tdwg.org/acsubtype/values/Photograph	Photograph		This work was supported by the “Estimating Tipping points in habitability of ANtarctic benthic ecosystems under GlObal future climate change scenarios” project (TANGO; B2/212/P1/TANGO) funded by the ‘Belgian Science Policy Office (BELSPO)	https://licensebuttons.net/l/by/4.0/80x15.png	http://id.loc.gov/vocabulary/iso639-2/eng	eng	https://orcid.org/0000-0001-5748-602X	Lea Katz	PNG	http://rs.tdwg.org/format/values/m007
	TANGO2_ROV10_5_041.png	/Users/ymgan/OneDrive - Royal Belgian Institute of Natural Sciences/TANGO_ROV_images/TANGO2/TANGO2_ROV10/TANGO2_ROV10_5_041.png	TANGO2/TANGO2_ROV10/TANGO2_ROV10_5_041.png						StillImage	http://purl.org/dc/dcmitype/StillImage	http://rs.tdwg.org/acsubtype/values/Photograph	Photograph		This work was supported by the “Estimating Tipping points in habitability of ANtarctic benthic ecosystems under GlObal future climate change scenarios” project (TANGO; B2/212/P1/TANGO) funded by the ‘Belgian Science Policy Office (BELSPO)	https://licensebuttons.net/l/by/4.0/80x15.png	http://id.loc.gov/vocabulary/iso639-2/eng	eng	https://orcid.org/0000-0001-5748-602X	Lea Katz	PNG	http://rs.tdwg.org/format/values/m007
	TANGO2_ROV10_5_042.png	/Users/ymgan/OneDrive - Royal Belgian Institute of Natural Sciences/TANGO_ROV_images/TANGO2/TANGO2_ROV10/TANGO2_ROV10_5_042.png	TANGO2/TANGO2_ROV10/TANGO2_ROV10_5_042.png						StillImage	http://purl.org/dc/dcmitype/StillImage	http://rs.tdwg.org/acsubtype/values/Photograph	Photograph		This work was supported by the “Estimating Tipping points in habitability of ANtarctic benthic ecosystems under GlObal future climate change scenarios” project (TANGO; B2/212/P1/TANGO) funded by the ‘Belgian Science Policy Office (BELSPO)	https://licensebuttons.net/l/by/4.0/80x15.png	http://id.loc.gov/vocabulary/iso639-2/eng	eng	https://orcid.org/0000-0001-5748-602X	Lea Katz	PNG	http://rs.tdwg.org/format/values/m007
	TANGO2_ROV10_5_043.png	/Users/ymgan/OneDrive - Royal Belgian Institute of Natural Sciences/TANGO_ROV_images/TANGO2/TANGO2_ROV10/TANGO2_ROV10_5_043.png	TANGO2/TANGO2_ROV10/TANGO2_ROV10_5_043.png						StillImage	http://purl.org/dc/dcmitype/StillImage	http://rs.tdwg.org/acsubtype/values/Photograph	Photograph		This work was supported by the “Estimating Tipping points in habitability of ANtarctic benthic ecosystems under GlObal future climate change scenarios” project (TANGO; B2/212/P1/TANGO) funded by the ‘Belgian Science Policy Office (BELSPO)	https://licensebuttons.net/l/by/4.0/80x15.png	http://id.loc.gov/vocabulary/iso639-2/eng	eng	https://orcid.org/0000-0001-5748-602X	Lea Katz	PNG	http://rs.tdwg.org/format/values/m007
	TANGO2_ROV10_5_044.png	/Users/ymgan/OneDrive - Royal Belgian Institute of Natural Sciences/TANGO_ROV_images/TANGO2/TANGO2_ROV10/TANGO2_ROV10_5_044.png	TANGO2/TANGO2_ROV10/TANGO2_ROV10_5_044.png						StillImage	http://purl.org/dc/dcmitype/StillImage	http://rs.tdwg.org/acsubtype/values/Photograph	Photograph		This work was supported by the “Estimating Tipping points in habitability of ANtarctic benthic ecosystems under GlObal future climate change scenarios” project (TANGO; B2/212/P1/TANGO) funded by the ‘Belgian Science Policy Office (BELSPO)	https://licensebuttons.net/l/by/4.0/80x15.png	http://id.loc.gov/vocabulary/iso639-2/eng	eng	https://orcid.org/0000-0001-5748-602X	Lea Katz	PNG	http://rs.tdwg.org/format/values/m007
	TANGO2_ROV10_5_045.png	/Users/ymgan/OneDrive - Royal Belgian Institute of Natural Sciences/TANGO_ROV_images/TANGO2/TANGO2_ROV10/TANGO2_ROV10_5_045.png	TANGO2/TANGO2_ROV10/TANGO2_ROV10_5_045.png						StillImage	http://purl.org/dc/dcmitype/StillImage	http://rs.tdwg.org/acsubtype/values/Photograph	Photograph		This work was supported by the “Estimating Tipping points in habitability of ANtarctic benthic ecosystems under GlObal future climate change scenarios” project (TANGO; B2/212/P1/TANGO) funded by the ‘Belgian Science Policy Office (BELSPO)	https://licensebuttons.net/l/by/4.0/80x15.png	http://id.loc.gov/vocabulary/iso639-2/eng	eng	https://orcid.org/0000-0001-5748-602X	Lea Katz	PNG	http://rs.tdwg.org/format/values/m007
	TANGO2_ROV10_5_046.png	/Users/ymgan/OneDrive - Royal Belgian Institute of Natural Sciences/TANGO_ROV_images/TANGO2/TANGO2_ROV10/TANGO2_ROV10_5_046.png	TANGO2/TANGO2_ROV10/TANGO2_ROV10_5_046.png						StillImage	http://purl.org/dc/dcmitype/StillImage	http://rs.tdwg.org/acsubtype/values/Photograph	Photograph		This work was supported by the “Estimating Tipping points in habitability of ANtarctic benthic ecosystems under GlObal future climate change scenarios” project (TANGO; B2/212/P1/TANGO) funded by the ‘Belgian Science Policy Office (BELSPO)	https://licensebuttons.net/l/by/4.0/80x15.png	http://id.loc.gov/vocabulary/iso639-2/eng	eng	https://orcid.org/0000-0001-5748-602X	Lea Katz	PNG	http://rs.tdwg.org/format/values/m007
	TANGO2_ROV10_5_047.png	/Users/ymgan/OneDrive - Royal Belgian Institute of Natural Sciences/TANGO_ROV_images/TANGO2/TANGO2_ROV10/TANGO2_ROV10_5_047.png	TANGO2/TANGO2_ROV10/TANGO2_ROV10_5_047.png						StillImage	http://purl.org/dc/dcmitype/StillImage	http://rs.tdwg.org/acsubtype/values/Photograph	Photograph		This work was supported by the “Estimating Tipping points in habitability of ANtarctic benthic ecosystems under GlObal future climate change scenarios” project (TANGO; B2/212/P1/TANGO) funded by the ‘Belgian Science Policy Office (BELSPO)	https://licensebuttons.net/l/by/4.0/80x15.png	http://id.loc.gov/vocabulary/iso639-2/eng	eng	https://orcid.org/0000-0001-5748-602X	Lea Katz	PNG	http://rs.tdwg.org/format/values/m007
	TANGO2_ROV10_5_048.png	/Users/ymgan/OneDrive - Royal Belgian Institute of Natural Sciences/TANGO_ROV_images/TANGO2/TANGO2_ROV10/TANGO2_ROV10_5_048.png	TANGO2/TANGO2_ROV10/TANGO2_ROV10_5_048.png						StillImage	http://purl.org/dc/dcmitype/StillImage	http://rs.tdwg.org/acsubtype/values/Photograph	Photograph		This work was supported by the “Estimating Tipping points in habitability of ANtarctic benthic ecosystems under GlObal future climate change scenarios” project (TANGO; B2/212/P1/TANGO) funded by the ‘Belgian Science Policy Office (BELSPO)	https://licensebuttons.net/l/by/4.0/80x15.png	http://id.loc.gov/vocabulary/iso639-2/eng	eng	https://orcid.org/0000-0001-5748-602X	Lea Katz	PNG	http://rs.tdwg.org/format/values/m007
	TANGO2_ROV10_5_049.png	/Users/ymgan/OneDrive - Royal Belgian Institute of Natural Sciences/TANGO_ROV_images/TANGO2/TANGO2_ROV10/TANGO2_ROV10_5_049.png	TANGO2/TANGO2_ROV10/TANGO2_ROV10_5_049.png						StillImage	http://purl.org/dc/dcmitype/StillImage	http://rs.tdwg.org/acsubtype/values/Photograph	Photograph		This work was supported by the “Estimating Tipping points in habitability of ANtarctic benthic ecosystems under GlObal future climate change scenarios” project (TANGO; B2/212/P1/TANGO) funded by the ‘Belgian Science Policy Office (BELSPO)	https://licensebuttons.net/l/by/4.0/80x15.png	http://id.loc.gov/vocabulary/iso639-2/eng	eng	https://orcid.org/0000-0001-5748-602X	Lea Katz	PNG	http://rs.tdwg.org/format/values/m007
	TANGO2_ROV10_5_050.png	/Users/ymgan/OneDrive - Royal Belgian Institute of Natural Sciences/TANGO_ROV_images/TANGO2/TANGO2_ROV10/TANGO2_ROV10_5_050.png	TANGO2/TANGO2_ROV10/TANGO2_ROV10_5_050.png						StillImage	http://purl.org/dc/dcmitype/StillImage	http://rs.tdwg.org/acsubtype/values/Photograph	Photograph		This work was supported by the “Estimating Tipping points in habitability of ANtarctic benthic ecosystems under GlObal future climate change scenarios” project (TANGO; B2/212/P1/TANGO) funded by the ‘Belgian Science Policy Office (BELSPO)	https://licensebuttons.net/l/by/4.0/80x15.png	http://id.loc.gov/vocabulary/iso639-2/eng	eng	https://orcid.org/0000-0001-5748-602X	Lea Katz	PNG	http://rs.tdwg.org/format/values/m007
	TANGO2_ROV10_5_051.png	/Users/ymgan/OneDrive - Royal Belgian Institute of Natural Sciences/TANGO_ROV_images/TANGO2/TANGO2_ROV10/TANGO2_ROV10_5_051.png	TANGO2/TANGO2_ROV10/TANGO2_ROV10_5_051.png						StillImage	http://purl.org/dc/dcmitype/StillImage	http://rs.tdwg.org/acsubtype/values/Photograph	Photograph		This work was supported by the “Estimating Tipping points in habitability of ANtarctic benthic ecosystems under GlObal future climate change scenarios” project (TANGO; B2/212/P1/TANGO) funded by the ‘Belgian Science Policy Office (BELSPO)	https://licensebuttons.net/l/by/4.0/80x15.png	http://id.loc.gov/vocabulary/iso639-2/eng	eng	https://orcid.org/0000-0001-5748-602X	Lea Katz	PNG	http://rs.tdwg.org/format/values/m007
	TANGO2_ROV10_5_052.png	/Users/ymgan/OneDrive - Royal Belgian Institute of Natural Sciences/TANGO_ROV_images/TANGO2/TANGO2_ROV10/TANGO2_ROV10_5_052.png	TANGO2/TANGO2_ROV10/TANGO2_ROV10_5_052.png						StillImage	http://purl.org/dc/dcmitype/StillImage	http://rs.tdwg.org/acsubtype/values/Photograph	Photograph		This work was supported by the “Estimating Tipping points in habitability of ANtarctic benthic ecosystems under GlObal future climate change scenarios” project (TANGO; B2/212/P1/TANGO) funded by the ‘Belgian Science Policy Office (BELSPO)	https://licensebuttons.net/l/by/4.0/80x15.png	http://id.loc.gov/vocabulary/iso639-2/eng	eng	https://orcid.org/0000-0001-5748-602X	Lea Katz	PNG	http://rs.tdwg.org/format/values/m007
	TANGO2_ROV10_5_053.png	/Users/ymgan/OneDrive - Royal Belgian Institute of Natural Sciences/TANGO_ROV_images/TANGO2/TANGO2_ROV10/TANGO2_ROV10_5_053.png	TANGO2/TANGO2_ROV10/TANGO2_ROV10_5_053.png						StillImage	http://purl.org/dc/dcmitype/StillImage	http://rs.tdwg.org/acsubtype/values/Photograph	Photograph		This work was supported by the “Estimating Tipping points in habitability of ANtarctic benthic ecosystems under GlObal future climate change scenarios” project (TANGO; B2/212/P1/TANGO) funded by the ‘Belgian Science Policy Office (BELSPO)	https://licensebuttons.net/l/by/4.0/80x15.png	http://id.loc.gov/vocabulary/iso639-2/eng	eng	https://orcid.org/0000-0001-5748-602X	Lea Katz	PNG	http://rs.tdwg.org/format/values/m007
	TANGO2_ROV10_5_054.png	/Users/ymgan/OneDrive - Royal Belgian Institute of Natural Sciences/TANGO_ROV_images/TANGO2/TANGO2_ROV10/TANGO2_ROV10_5_054.png	TANGO2/TANGO2_ROV10/TANGO2_ROV10_5_054.png						StillImage	http://purl.org/dc/dcmitype/StillImage	http://rs.tdwg.org/acsubtype/values/Photograph	Photograph		This work was supported by the “Estimating Tipping points in habitability of ANtarctic benthic ecosystems under GlObal future climate change scenarios” project (TANGO; B2/212/P1/TANGO) funded by the ‘Belgian Science Policy Office (BELSPO)	https://licensebuttons.net/l/by/4.0/80x15.png	http://id.loc.gov/vocabulary/iso639-2/eng	eng	https://orcid.org/0000-0001-5748-602X	Lea Katz	PNG	http://rs.tdwg.org/format/values/m007
	TANGO2_ROV10_5_055.png	/Users/ymgan/OneDrive - Royal Belgian Institute of Natural Sciences/TANGO_ROV_images/TANGO2/TANGO2_ROV10/TANGO2_ROV10_5_055.png	TANGO2/TANGO2_ROV10/TANGO2_ROV10_5_055.png						StillImage	http://purl.org/dc/dcmitype/StillImage	http://rs.tdwg.org/acsubtype/values/Photograph	Photograph		This work was supported by the “Estimating Tipping points in habitability of ANtarctic benthic ecosystems under GlObal future climate change scenarios” project (TANGO; B2/212/P1/TANGO) funded by the ‘Belgian Science Policy Office (BELSPO)	https://licensebuttons.net/l/by/4.0/80x15.png	http://id.loc.gov/vocabulary/iso639-2/eng	eng	https://orcid.org/0000-0001-5748-602X	Lea Katz	PNG	http://rs.tdwg.org/format/values/m007
	TANGO2_ROV10_5_056.png	/Users/ymgan/OneDrive - Royal Belgian Institute of Natural Sciences/TANGO_ROV_images/TANGO2/TANGO2_ROV10/TANGO2_ROV10_5_056.png	TANGO2/TANGO2_ROV10/TANGO2_ROV10_5_056.png						StillImage	http://purl.org/dc/dcmitype/StillImage	http://rs.tdwg.org/acsubtype/values/Photograph	Photograph		This work was supported by the “Estimating Tipping points in habitability of ANtarctic benthic ecosystems under GlObal future climate change scenarios” project (TANGO; B2/212/P1/TANGO) funded by the ‘Belgian Science Policy Office (BELSPO)	https://licensebuttons.net/l/by/4.0/80x15.png	http://id.loc.gov/vocabulary/iso639-2/eng	eng	https://orcid.org/0000-0001-5748-602X	Lea Katz	PNG	http://rs.tdwg.org/format/values/m007
	TANGO2_ROV10_5_057.png	/Users/ymgan/OneDrive - Royal Belgian Institute of Natural Sciences/TANGO_ROV_images/TANGO2/TANGO2_ROV10/TANGO2_ROV10_5_057.png	TANGO2/TANGO2_ROV10/TANGO2_ROV10_5_057.png						StillImage	http://purl.org/dc/dcmitype/StillImage	http://rs.tdwg.org/acsubtype/values/Photograph	Photograph		This work was supported by the “Estimating Tipping points in habitability of ANtarctic benthic ecosystems under GlObal future climate change scenarios” project (TANGO; B2/212/P1/TANGO) funded by the ‘Belgian Science Policy Office (BELSPO)	https://licensebuttons.net/l/by/4.0/80x15.png	http://id.loc.gov/vocabulary/iso639-2/eng	eng	https://orcid.org/0000-0001-5748-602X	Lea Katz	PNG	http://rs.tdwg.org/format/values/m007
